binary,given_name,surname,date_of_birth,phone_number,email,address,city,state,zipcode,semi_constant_2,multicollinearity 3,constant_1,random choice 2,informative_2,correlated w target 2,uniform corr 1,pd qcut1,target,min max scaling,semi_constant_1,correlated w target 1,pd qcut3,outliers 2,multicollinearity 1,random choice 7,random choice 4,duplicate_2,duplicate_1,pd qcut2,random label num 14,uniform corr 2,multicollinearity 2,outliers 1,multicollinearity 4,random label num 3,standard scaling,corr_feature_class,informative_1,constant_2,class
binary_2,Scott,White,1987-09-28,001-751-662-4954x96223,susan66@example.org,8756 Gill Heights,Sallyhaven,SC,08777,q_const_0,-0.12722537710841894,constant_value,Rand Choice 1,-0.9126767825529158,0.011454947270897575,,Low,-1.6644846348193125,319.1119238340699,q_const_0,,G3,3.4546907317621622,-0.2773486455727604,Wednesday,North,-0.9126767825529158,-0.22945566736315526,Q2,label num hi 11,0.1827033351279188,0.6406928305721334,1.5873684881331072,0.8002544363688154,label num lo 2,47899.90093662379,3.178760629377269,-0.22945566736315526,constant_value,1
binary_2,Mark,Garcia,,+1-886-700-9410x273,lewisadam@example.org,,Port Mark,CO,58300,q_const_0,0.7140941544170429,constant_value,,1.5567138782360073,2.107767301775521,0.9045494733207948,High,3.0287409235466685,278.96311508269855,q_const_0,8.167311703286243,G6,5.637842106553261,1.9637168964352931,,East,1.5567138782360073,1.7845410293444708,Q4,label num hi 14,0.5726852292098316,1.5957202186006625,-0.09112110204518775,0.5305445065362563,label num lo 2,31871.65011884488,2.9695180724312182,1.7845410293444708,constant_value,1
binary_1,,,1992-09-24,836-875-1968x26812,victoriamiller@example.com,39008 Wilson Mission,East Lauraberg,MI,12373,q_const_0,0.06908758313811153,constant_value,,-1.10678754304523,-1.3165304171121244,0.3121905261909693,Low,-2.3665778354214435,290.37885104991767,q_const_0,-4.735895624776912,G3,3.2213131452106047,-0.03282180354033532,,North,-1.10678754304523,0.7398285340770687,Q1,label num hi 13,0.334147977282545,,-0.22115568337542224,-0.6763892558545881,label num lo 1,51184.68800328415,0.14290451440246854,0.7398285340770687,constant_value,0
binary_1,Shannon,Morris,1934-07-02,350.738.8432x66027,daniel11@example.com,47872 Sara Junction Apt. 656,Williamsstad,ID,73890,q_const_0,0.3198252342437289,constant_value,Rand Choice 1,0.4436450947685622,2.593255390838329,0.4333104694419862,,1.4168553927526208,334.86845917781176,q_const_0,2.2172634441508823,G5,0.49716956352624875,0.4983449739973149,Wednesday,North,0.4436450947685622,-0.8275441309046899,Q3,label num hi 11,0.76224344228977,,-0.01712261212263256,0.7597062131840506,label num lo 1,74056.66842509666,3.298996277758854,-0.8275441309046899,constant_value,1
,Pamela,Reeves,1973-07-03,656-205-9766,jodykeller@example.com,28585 Wilson Harbor,Nicholasfurt,FL,,q_const_0,1.0992481350347239,constant_value,Rand Choice 2,1.3925216537085734,2.9776534475409795,0.39035081831683116,High,2.7715006829761033,444.55292896228156,q_const_0,,G5,7.27702689260822,-0.7021924996559825,Wednesday,North,1.3925216537085734,1.4651052478316782,Q4,label num hi 6,,-0.40458751162063283,1.2470033139601508,1.1094498705938634,label num lo 1,68292.18027019431,,1.4651052478316782,constant_value,1
binary_1,Nicole,Gutierrez,1911-04-17,2657882833,steverice@example.com,036 Summers Trace Suite 528,Port Jeffreymouth,IN,,q_const_0,-1.1989913390973748,constant_value,,-1.9635258859951419,-3.4464735494062957,,Low,-4.324666051698565,182.87980443689918,q_const_0,-1.6847415797646665,G1,4.5117906215066705,-1.5865388978042603,Saturday,North,-1.9635258859951419,1.1572832978189773,,label num hi 4,0.2736322596122859,,-1.1154601563082767,-0.47456824891521787,label num lo 1,53559.3767366129,3.7171827293141453,1.1572832978189773,constant_value,0
binary_2,Donald,,1994-07-05,+1-376-870-3051x673,sarah70@example.com,88772 Martinez Fords Suite 805,North Andreton,NJ,78849,q_const_0,,constant_value,,-1.8248834546473,-0.23768410705496024,0.03712133084296377,,-3.706634741609772,281.5340259191624,q_const_0,,G1,2.9910305585264982,-0.205602232198775,Thursday,North,-1.8248834546473,0.07047232232287992,Q1,label num hi 8,0.4327874945562201,,-0.37815933281274944,0.5048390899003131,label num lo 2,63224.78465129894,1.4130386244265989,0.07047232232287992,constant_value,0
binary_2,,Walter,2010-02-14,+1-534-474-3730x60327,melindachoi@example.net,,Jasminshire,WV,48602,q_const_0,-1.9044329886910383,constant_value,Rand Choice 2,-0.033445278955312796,0.6845842730772826,,High,0.3720740506484772,,q_const_0,-0.12446699149818985,G4,1.2156989795938478,2.510207943613359,Monday,East,-0.033445278955312796,-0.7494594544842438,Q3,label num hi 12,0.29374732644082263,2.639515304039091,1.8898144227793043,-1.0358284465751881,label num lo 1,49376.35788462033,3.722613627465333,-0.7494594544842438,constant_value,0
binary_2,,Martinez,2010-08-04,802.330.2776x414,stephanie23@example.com,192 Burns Harbors,Port Michael,IL,11534,q_const_0,0.42653947818746896,constant_value,Rand Choice 2,-0.6236297928527773,-3.5893560932630404,0.06764045472382321,Low,-1.4322453778592519,,q_const_0,-0.48719822914013433,G3,3.6264381026875974,-0.7375080127279782,,North,-0.6236297928527773,1.0795238209550095,Q2,label num hi 11,0.3706329291813197,,0.023229591134716815,0.5872379517440521,label num lo 3,62698.432228382604,1.0592082276023689,1.0795238209550095,constant_value,0
,Eddie,Hoffman,1964-02-13,001-936-628-9824x71654,eking@example.org,556 Carter Island Suite 892,Thomasburgh,MA,,q_const_0,0.6173354047395558,constant_value,Rand Choice 2,-0.6052704784921703,1.9099116089773565,0.6801426361458373,Low,-1.8946619584141302,304.72499235674996,q_const_0,2.549376411010775,G3,-1.774275633818359,-1.3255094036409096,,North,-0.6052704784921703,2.777597511863826,,label num hi 1,0.3883354518512283,-1.3668802078543059,-4.117367249059947,-0.07636187684009299,label num lo 1,56001.43026366486,,2.777597511863826,constant_value,0
binary_2,John,Frederick,2024-05-23,895.561.7293x6976,lisaeaton@example.com,,Baileystad,NE,,q_const_0,,constant_value,Rand Choice 2,0.7803506737169242,-1.2086706205755546,0.7233928759386915,High,1.6329111746379477,315.33149714137966,q_const_0,7.586433229566596,G5,1.3155446734633258,-0.40011410904200306,Monday,West,0.7803506737169242,0.8816297667082489,Q3,label num hi 6,0.8474304700681525,-1.298747763999958,,-0.4842671022077956,label num lo 2,45505.77389942192,,0.8816297667082489,constant_value,1
binary_2,Raymond,Hayes,,,kbridges@example.net,,Foxmouth,AK,,q_const_0,,constant_value,,0.6871950927776603,-0.26069922189129624,0.6807381262199879,High,1.4596184465837982,324.62658773533514,q_const_0,0.6954225700746025,G5,0.7108506804517569,-0.718594793842822,,North,0.6871950927776603,0.7929448544192359,,label num hi 3,,-1.6207988840622969,-0.2722001150371433,-1.5532323538116442,label num lo 1,54683.79773922005,,0.7929448544192359,constant_value,1
binary_1,Michelle,Perkins,2004-12-07,838-588-3400,lrice@example.net,79068 Ashley Flats,Davidhaven,CT,,q_const_0,-1.6671793807999238,constant_value,,-1.8378708873712044,-6.2068210563757855,0.17754176925415188,Low,-3.32628634702993,170.84018273101202,q_const_0,-4.278714191605866,G1,2.8694149531105806,1.1280075552354885,Thursday,South,-1.8378708873712044,-1.3109142136558412,Q1,label num hi 12,0.134541811420893,,-1.1137957146781539,-1.0407407760954508,label num lo 3,69413.43206310064,2.9114063338935807,-1.3109142136558412,constant_value,0
binary_2,Christian,Ballard,1909-05-08,+1-743-321-6919x716,brewerbruce@example.com,,,,,q_const_0,0.38753610424861595,constant_value,Rand Choice 1,-0.9790932582735589,,0.21789482594655757,Low,-1.616863668195705,433.3615869568384,q_const_0,3.9547686890734495,G3,1.5878207053009237,1.081098940428459,Sunday,West,-0.9790932582735589,-0.8720020498877926,Q2,label num hi 1,0.05889703736334154,1.643485889369326,-0.7223481306539535,0.4708608213866989,label num lo 1,67048.04561336696,0.9412042530415243,-0.8720020498877926,constant_value,0
binary_1,Kimberly,Turner,1957-02-03,(203)622-2873,zconner@example.org,804 Brenda Rapid,Lake Connie,CT,37861,q_const_0,0.023271703301591003,constant_value,Rand Choice 1,-0.2795081050739696,-0.7417693437239388,,Low,-0.25346062769168964,,q_const_0,3.1644536726964447,G4,1.1461274411041193,0.6919825533147648,Tuesday,East,-0.2795081050739696,-0.41582218012016336,,label num hi 10,0.2854335861763867,1.7705643566161167,0.3573589398804508,0.03446659900503012,label num lo 1,54214.11067325375,0.28318444259088915,-0.41582218012016336,constant_value,1
binary_2,Matthew,,,001-479-829-8033,jocelyn34@example.org,,Pollardton,RI,84195,q_const_0,0.6871003600226604,constant_value,Rand Choice 2,-0.27245149727803475,0.5899094365735471,0.4620577393492292,Low,-0.19278330348189188,,q_const_0,4.695054567499239,G4,5.327436842641554,0.20259803539992627,Sunday,East,-0.27245149727803475,-0.5700338851266586,Q2,label num hi 14,0.7145584108505122,0.00932036009056301,0.6787492424907766,0.1466680042566285,label num lo 3,30198.606088346503,0.6943399535805139,-0.5700338851266586,constant_value,1
binary_2,Christopher,Webb,2007-12-07,308-412-6796,martha62@example.com,9607 Nichols Loop,Turnerchester,HI,96720,q_const_0,,constant_value,Rand Choice 2,-0.7663503145845871,,0.3883693679697365,Low,-1.1066336429693622,,q_const_0,,G3,7.733745711243975,0.2737825803064488,Friday,South,-0.7663503145845871,-1.0568988555646295,Q2,label num hi 3,0.252022452224167,,1.4736752292208801,1.5104158687191767,label num lo 3,29338.338095321225,-0.19876542071600944,-1.0568988555646295,constant_value,0
binary_1,Briana,Bell,1965-10-25,(484)637-1481x759,juliaherrera@example.net,93358 John Isle Apt. 594,Lake Evelyn,TN,38309,q_const_0,-3.351098510633973,constant_value,,0.03744529382642203,1.4579238415025924,0.4622097165325756,High,0.5265901085358491,289.44151737477097,q_const_0,3.9163571638374073,G4,-0.0957783036832196,-1.6586368868365675,Friday,East,0.03744529382642203,-0.7586002710284524,Q3,label num hi 8,0.2002296407130144,,-0.7015267311824042,-3.2173813704278826,label num lo 1,34525.40980712786,,-0.7586002710284524,constant_value,0
binary_2,,Hutchinson,1983-09-26,543-563-7215,nicolelarson@example.net,166 Rita Keys,Josephburgh,GU,08162,q_const_0,0.816952877023718,constant_value,,-1.5317369114649502,-0.5793064229225515,,,-3.2321327875206127,353.62725644989325,q_const_0,,G2,2.3419164853274363,-0.45332242858891525,Tuesday,East,-1.5317369114649502,0.5892481902700459,Q1,label num hi 12,0.1240063548377584,-0.7885915337911615,-0.6419382403956078,0.6022753322058013,label num lo 1,,,0.5892481902700459,constant_value,0
binary_2,Brandon,,1981-11-09,346-842-9641,agamble@example.org,,North Audreychester,AS,74068,q_const_0,,constant_value,Rand Choice 2,-0.9172710357936054,-0.27946738472413957,0.4877693235331889,Low,-2.247478496132568,268.7864406176853,q_const_0,,G3,3.2425880896339474,0.37881824785432966,,South,-0.9172710357936054,1.7103368511949801,Q1,label num hi 5,0.21970034495169144,-0.08018126064349947,-0.4628373163605131,2.0351719491304765,label num lo 2,43720.520166472335,-1.4310323796328186,1.7103368511949801,constant_value,0
,,,1958-12-12,+1-895-625-0025,acole@example.net,,Lake Richard,MD,04043,q_const_0,-1.1510466211800416,constant_value,Rand Choice 1,0.5870323573930554,1.0547138286557516,,High,1.3094096498894028,269.95498516144585,q_const_0,-0.475386188704231,G5,-0.19549097398410753,1.1330268326405835,Thursday,South,0.5870323573930554,0.5753475355407579,,label num hi 1,0.39370452458666844,0.9680547643641463,0.21375877565763748,-0.5770996183898062,label num lo 1,54735.22476426931,0.5162152647650211,0.5753475355407579,constant_value,1
binary_1,,Williams,1961-07-29,284.681.6372x739,franklinkristin@example.net,8820 Lopez Keys,Nelsonside,DC,29869,q_const_0,-1.429659731424232,constant_value,Rand Choice 1,1.4621309707452945,4.35587631199047,0.8354199608102828,High,2.900287021241731,415.7936798459364,q_const_0,-1.0811282735740413,G6,2.882414505548836,-0.4539110814048755,Monday,East,1.4621309707452945,1.5337580212928787,Q4,label num hi 13,0.94162040115008,,0.16919180858907432,-1.3411192905781892,label num lo 1,,-0.7112550773511699,1.5337580212928787,constant_value,1
binary_1,Jill,,2016-07-13,+1-318-960-2029x176,donna68@example.org,91877 Mcdonald Course,South Lisahaven,VA,50721,q_const_0,,constant_value,Rand Choice 2,-0.6029087394237289,-5.152116728437332,0.633242691197176,Low,-0.7787995328172614,,q_const_0,1.7049769451466705,,4.201081985042718,0.13788519510430314,Sunday,West,-0.6029087394237289,-0.9818223692718706,,label num hi 13,0.029214091520545278,1.0193748094083364,3.7205692784088398,-0.07964574183014157,label num lo 2,48031.76220029205,0.5813034882544961,-0.9818223692718706,constant_value,0
binary_1,Bethany,,1943-04-30,431.295.8624x5964,ashley01@example.org,014 Bailey Plain,Sophiaborough,ME,02100,q_const_0,1.0114589808361276,constant_value,Rand Choice 2,-0.8684736982130625,-1.6177173375878264,0.14418552648787508,Low,-1.4095077382894128,,q_const_0,-2.7577933398960814,G3,1.4540587115861372,0.7673604390739001,Thursday,North,-0.8684736982130625,-0.7720245152446694,Q2,label num hi 14,0.2896084642577692,1.6256329468213775,-0.7257348129625734,0.9014178491167238,label num lo 3,52112.32965117765,2.563074764158878,-0.7720245152446694,constant_value,0
,,Anderson,1926-04-04,952.434.5367,robin33@example.net,14293 Kimberly Ports Suite 879,Aaronfort,AZ,60201,q_const_0,,constant_value,Rand Choice 2,1.9237179710396748,4.429090910298003,0.9533494731474876,High,3.7371875795382756,301.17989939571544,q_const_0,0.9866319758164128,G6,0.7448952492109817,-0.06439646193812096,,East,1.9237179710396748,2.0468611161145427,,label num hi 5,0.8072108678051533,-0.3499107321239085,0.667450484984335,-0.299228241786589,label num lo 2,49943.944361736234,2.951576182189874,2.0468611161145427,constant_value,1
binary_2,Patrick,Johnson,1982-10-09,471-748-9842x090,upearson@example.org,40025 Brown Flats,South Ashley,IN,11499,q_const_0,,constant_value,,-0.6006383126936574,-3.376014116316429,0.5154299592619378,Low,-1.1011820938479864,376.80649728698626,q_const_0,2.471922425121405,G3,2.731807499387253,0.5745200134426028,Wednesday,East,-0.6006383126936574,0.12570856335320868,Q2,label num hi 3,0.3730038144081502,-0.3997261313449142,2.226057185945436,0.03251119943005671,label num lo 2,50798.329556798584,8.194320822639863,0.12570856335320868,constant_value,1
binary_1,Tracy,,1956-08-11,(318)707-6967x319,acompton@example.org,,Suzanneland,VI,18272,q_const_0,,constant_value,,0.3020768829496563,0.515457133579412,,,1.0688628488331013,315.946402976256,q_const_0,-2.5028710652422257,G5,-0.11393095384571739,-1.2644228037306464,Thursday,East,0.3020768829496563,-0.6758610688754207,Q3,label num hi 11,0.58307689524294,,-0.17105455852385298,0.45127887250911586,label num lo 3,44798.47147772488,,-0.6758610688754207,constant_value,0
,,,2004-03-27,(246)214-4261x282,xfinley@example.org,,Rodriguezside,TN,34397,q_const_0,0.5919577360937548,constant_value,,2.049386774778182,5.439363066005113,0.921525851678333,,3.8910461737422546,404.447284526464,q_const_0,,G6,1.032105816708135,0.22121597168543147,Tuesday,West,2.049386774778182,2.4369704797733713,Q4,label num hi 9,0.8500811513076982,,0.6725436173414813,0.640614452990195,label num lo 1,40286.21341149612,4.482924164472332,2.4369704797733713,constant_value,1
binary_1,Ana,Dunn,1974-08-03,001-830-878-8496x917,vwright@example.net,,New Andrewview,GA,48552,q_const_0,1.6177685169538885,constant_value,Rand Choice 1,-1.6121083423857887,,,Low,-3.241287235129236,245.11902822209464,q_const_0,-3.331990879475407,G2,3.4030034393630246,-0.47223317374642526,,East,-1.6121083423857887,0.03770957513286011,Q1,label num hi 12,0.09484871806549561,0.40511037740229056,3.378018629328288,1.5278175881931442,label num lo 2,50331.01335578819,-1.416663010032468,0.03770957513286011,constant_value,0
binary_2,Jason,,1995-02-05,(653)684-0965x686,wwilliamson@example.org,,Kempshire,UT,09442,q_const_0,,constant_value,Rand Choice 1,-0.9308076947076896,0.5094838505205623,0.641822131269642,Low,-2.2532236214555366,277.98863413923783,q_const_0,,G3,3.5774444601033073,-0.23787958035848128,,West,-0.9308076947076896,1.631668884161841,,label num hi 11,0.12089262637860265,1.1802617151548565,-0.4588818239444008,0.9038741581574934,label num lo 2,25939.982048269663,3.071250368131392,1.631668884161841,constant_value,0
binary_1,Michelle,Stokes,1988-06-13,415-279-2165x93773,wilsonjohn@example.com,1468 Parker Extension Apt. 731,South Joseside,RI,08317,q_const_0,-0.36355100082563513,constant_value,Rand Choice 2,1.4508012573641187,5.630375330665828,0.8117522696586585,High,4.301411559277834,337.8807583896079,q_const_0,,G6,3.39341724080484,-0.5110729771796061,Sunday,East,1.4508012573641187,-3.290339942633199,,label num hi 1,0.7432691918605683,,1.704996645677436,-0.11557565760653415,label num lo 2,36810.4212571349,,-3.290339942633199,constant_value,1
binary_2,Jacob,,2020-02-23,620.323.5195,rhodesfrederick@example.org,170 Diamond Rapids,Dawsonchester,CO,29872,q_const_0,0.7543012092618329,constant_value,Rand Choice 2,2.0670070341319167,5.344763874356046,0.9693381223556654,High,5.247653249929163,478.5028855530832,q_const_0,1.9119283463128185,G6,3.8711222812014694,-0.70456276415052,Sunday,South,2.0670070341319167,-2.0266366775759543,Q4,label num hi 3,0.9542581814760185,,,0.30979072510074146,label num lo 1,39937.92704127978,5.584736041682476,-2.0266366775759543,constant_value,1
binary_2,,Mckenzie,,,sandrasantana@example.org,61023 King Locks Apt. 161,Lake Timothyshire,MD,40691,q_const_0,,constant_value,Rand Choice 2,0.08102980154775696,0.10894938206493168,,High,0.3191050568323599,,q_const_0,,G4,4.0517884729131834,-0.6201937310247437,Sunday,North,0.08102980154775696,0.2595089820664265,Q3,label num hi 14,0.46262255761193316,-0.3581511747370758,0.8824336207526556,1.7555102225769745,label num lo 1,57778.36219904811,7.331548713044101,0.2595089820664265,constant_value,1
binary_2,Stephen,,2008-10-10,+1-269-603-8112,alexellis@example.net,33895 James Run,North Debra,TN,12872,q_const_0,0.09403262663193529,constant_value,,-0.3887539456874972,-2.5672857499112176,0.4839952467840785,Low,-0.3265879599052022,369.7826170129094,q_const_0,,G4,1.5690745608251688,1.5032577868663188,Thursday,South,-0.3887539456874972,-0.9601279732339767,Q2,label num hi 9,0.20756111271629002,,0.10622863775448177,0.3489409011416749,label num lo 2,56709.17782206527,2.062674340641455,-0.9601279732339767,constant_value,0
binary_2,Justin,,1935-12-18,+1-713-977-1793,mariecameron@example.org,,East Tracyfort,TX,54876,q_const_0,-0.07174327358725069,constant_value,Rand Choice 1,-0.43362008525108187,-1.8038576792019385,0.5418853273632466,Low,-1.4232034165166239,338.5017916964785,q_const_0,-0.2370360186094283,G3,1.6509542058811282,0.20342427927946144,,East,-0.43362008525108187,2.426086223343183,Q2,label num hi 10,,,-0.1966207364181701,-0.3495555728375188,label num lo 1,58401.62561215032,,2.426086223343183,constant_value,0
binary_2,,,,+1-591-899-2759x4200,tylerjoseph@example.com,,East Jaredville,MO,74043,q_const_0,0.7275185287198919,constant_value,Rand Choice 1,-1.5472250167552453,,0.25775613494848204,Low,-2.7372271713814933,491.2362853535453,q_const_0,,G2,-1.3046173215481427,1.8554244367024189,Sunday,South,-1.5472250167552453,-1.1979716340773738,,label num hi 14,0.41102559282559614,1.1563563587495378,1.3434777702644796,0.361022009759664,label num lo 2,37622.07743167963,-4.397010413640773,-1.1979716340773738,constant_value,0
binary_2,Kevin,Fowler,,535.229.3078,rogersjamie@example.com,1037 Anderson Valleys,New Sarahport,GA,05603,q_const_0,,constant_value,Rand Choice 1,-1.2144469551568595,,0.3408018566229555,Low,-2.413008582951967,358.84213752114533,q_const_0,-1.8717405097620308,G3,5.083147281284544,2.362671031895777,Friday,West,-1.2144469551568595,0.11666873188177418,Q1,label num hi 7,0.2316267404021478,,0.3779012647047928,1.7364881692563614,label num lo 1,49781.71626284891,2.7063996461092747,0.11666873188177418,constant_value,0
binary_2,James,,1939-08-07,803-214-0622,ijennings@example.net,4745 Perry Crossroad Apt. 989,East John,MS,65828,q_const_0,,constant_value,,-0.6447783965400544,-0.5199281246008735,0.6573218799118292,,-1.5515853699780557,374.90423193480507,q_const_0,,G3,4.958156364337349,-0.17393340013455047,Tuesday,South,-0.6447783965400544,1.3301372840786625,,label num hi 4,0.35182324831022493,0.9965573006154521,0.1611198618388114,0.39771829881525994,label num lo 1,55762.26004475893,2.8513776015533283,1.3301372840786625,constant_value,0
binary_2,,,1980-09-22,311.993.6792,sharonholland@example.org,2737 Joel Oval,Parkerport,ID,03395,q_const_0,-0.1252322404665261,constant_value,,-0.16128878381921352,0.40199289615397527,,,0.07340338797452206,411.8925516301111,q_const_0,-1.6242530189699922,G4,1.5982188515965157,0.7693284170857563,Saturday,East,-0.16128878381921352,-0.665227145810336,Q3,label num hi 6,0.8912002696588983,0.42154928958042687,-1.1904532499879812,0.17165003811298463,label num lo 1,47935.14318585966,2.6759392038965535,-0.665227145810336,constant_value,0
binary_1,Heather,Johnston,1923-05-09,569.731.5407x9949,rhodesedward@example.org,00066 Shelia Views Apt. 469,Caseland,FL,59895,q_const_0,,constant_value,Rand Choice 1,0.32954461318114314,-1.1112329874184315,0.5371474164520135,High,1.2244644052738665,197.45910170908644,q_const_0,2.695554568274344,G5,1.0670539888875117,-0.19664278956078718,Friday,South,0.32954461318114314,-1.003398424787518,Q3,label num hi 2,0.68852640674678,-0.3731855995060559,-0.05741327213488898,0.5301235680467263,label num lo 1,48389.29503623814,-0.677122429076428,-1.003398424787518,constant_value,1
binary_2,Joseph,Stuart,1987-01-15,785.905.7535,macdonaldteresa@example.org,1286 Walter Avenue,,MA,,q_const_0,-0.5509986414303849,constant_value,,-0.47677322315346016,-1.4062171008629962,,Low,-0.5100448035827425,,q_const_0,-0.5034115852992638,G4,2.8456323934345393,-0.9830426264037936,,East,-0.47677322315346016,-0.9771861192032035,Q2,label num hi 11,0.09955115928862707,,-0.1782046641281449,0.04934679477506376,label num lo 2,56372.41746845424,3.316498920734701,-0.9771861192032035,constant_value,0
binary_2,Daniel,,1978-02-06,631.775.2136x148,rebeccatucker@example.com,,East Michael,UT,,q_const_0,1.5161334437880383,constant_value,Rand Choice 1,0.7048517946407835,2.913129580830253,0.6408556098968015,High,1.8402246618511737,553.3624202271242,q_const_0,,,2.919651277775894,0.6387909673027936,Thursday,North,0.7048517946407835,-0.3672097975303532,Q3,label num hi 2,0.642124608899895,0.14278071719007243,2.443876329966343,0.933515979965151,label num lo 2,55576.80035677363,,-0.3672097975303532,constant_value,1
binary_2,James,Jordan,,415-925-5728,devonmiles@example.org,,,,,q_const_0,0.43991426123108285,constant_value,Rand Choice 2,0.03835220406982376,3.6091239047532224,0.7215936010552,High,0.2850504466269492,430.33164847712607,q_const_0,1.1521238869498578,G4,1.8706154251513094,0.2601018603998006,Tuesday,South,0.03835220406982376,0.06544245839929441,Q3,label num hi 10,0.8133457678044549,0.7991509747976201,-1.4074946150319525,0.2872584485314752,label num lo 3,58114.80057620712,1.2845593828677402,0.06544245839929441,constant_value,1
binary_1,,Jones,1955-07-11,001-521-873-6444x278,sandra48@example.com,57454 Garcia Skyway,,TN,05884,q_const_0,0.15811818846823464,constant_value,Rand Choice 1,3.4193940816049477,4.0261885975394645,0.9906159961993763,High,8.228605189249649,215.50418763962,q_const_0,6.3122364881112105,G6,1.5450172851427806,-1.253510568417331,,West,3.4193940816049477,-2.313489660808804,Q4,label num hi 6,0.9267882038408837,-1.252012102427473,-0.9605917176193517,0.565684183295569,label num lo 1,17902.776154828345,-0.3349895105151166,-2.313489660808804,constant_value,1
binary_2,,,1915-07-12,(846)304-1312x381,tammy89@example.net,,West Patricia,NY,33328,q_const_0,-1.8385464787523829,constant_value,,-0.04004040718033264,,,High,0.2461272788081202,348.2302916183725,q_const_0,2.4535347707279453,G4,8.307309060814429,1.4688586027697639,Friday,East,-0.04004040718033264,-0.37100435099479534,Q3,label num hi 14,0.14480141717088557,0.5510317032701239,0.11821551648397323,-1.318885696333654,label num lo 1,48117.611467254654,,-0.37100435099479534,constant_value,1
binary_2,,,1977-01-18,+1-452-257-3816x145,glane@example.com,2420 Bridget Ville,East Christophermouth,PW,98571,q_const_0,0.7256184778291167,constant_value,,3.547011321336515,8.449049165176323,0.9998460991597593,High,8.54296336521608,,q_const_0,,G6,4.612670265510955,-1.7990508379759351,Monday,West,3.547011321336515,-2.4524549056930836,Q4,label num hi 14,0.9661914026226064,,0.28725235656650977,0.5200801880362206,label num lo 1,66811.88880266769,-0.6515556334865371,-2.4524549056930836,constant_value,1
binary_1,Amy,,2004-09-30,458-814-1601x29325,wallerjerome@example.org,5260 Mcintosh Mountain Apt. 115,South Valeriechester,MO,42943,q_const_0,2.2085861233237067,constant_value,,-2.510282567290737,-4.601928699747907,0.11802565746774063,Low,-4.700906344131794,441.0025377322317,q_const_0,-2.910526574244931,G1,4.359298319506541,0.4972005076463735,,East,-2.510282567290737,-1.532181706927974,Q1,label num hi 9,0.0575798800594822,,,1.5960754286297256,label num lo 2,61621.63559235444,,-1.532181706927974,constant_value,0
binary_2,,Hicks,,(303)599-0472x1532,sadams@example.org,0136 Snyder Summit Suite 137,Walkerport,WA,40734,q_const_0,-0.8093701743124042,constant_value,Rand Choice 1,-1.6587103622990578,,0.37445445942129585,,-3.011643225407473,,q_const_0,,G2,4.435636614358202,1.1792828083160307,Monday,South,-1.6587103622990578,-1.0772652182403666,Q1,label num hi 6,0.315006222045069,,0.26927501928883957,-0.06928122194559876,label num lo 2,64664.270380657515,0.32861137925362294,-1.0772652182403666,constant_value,1
binary_1,,,1977-09-25,,yrojas@example.net,83558 Bell Spring,East Danielle,MP,14578,q_const_0,0.4312415543703798,constant_value,Rand Choice 1,-0.33698764825019656,1.5356466708586614,0.6917210987362791,Low,-0.3844158621828906,487.77008337463997,q_const_0,2.110316105692444,G4,4.5778087935651035,,Saturday,South,-0.33698764825019656,-0.38921959089271496,Q2,label num hi 1,0.06224884266475685,0.5896290201972502,-0.4142516986141388,0.9842032049249436,label num lo 1,60856.317948277596,1.2723673142514653,-0.38921959089271496,constant_value,1
binary_1,Tina,Jackson,2015-06-29,001-708-207-1329,charles12@example.net,556 Aaron Islands,Lake Christina,AS,,q_const_0,,constant_value,Rand Choice 1,0.22845198918759446,-0.9955258014269512,,High,0.25596860899034335,391.78066148872324,q_const_0,3.4171314764588665,,9.12381383897036,-0.02028866960865666,Monday,North,0.22845198918759446,1.5416843475219357,Q3,label num hi 1,0.20234102432433632,0.142408881961869,-2.1585207551862284,-0.03805934306088776,label num lo 3,43838.44171217438,2.98977322838378,1.5416843475219357,constant_value,1
binary_1,Amy,Davis,2016-11-15,292.698.4490,jonesjoshua@example.net,1658 Peterson Drive,Cathyville,TX,59501,q_const_0,-0.5422505112850292,constant_value,Rand Choice 2,-0.41942486717601346,-3.5410250284884186,0.18410561008421722,Low,-0.4583468232396994,363.5312690787061,q_const_0_1,1.8459427687183385,G4,3.004079625678786,-0.24729701243405575,Wednesday,East,-0.41942486717601346,-0.7365003859345558,Q2,label num hi 7,,-0.9860227488451491,0.7225366945668072,-1.1015418443600546,label num lo 1,,4.937448135178581,-0.7365003859345558,constant_value,1
binary_2,Austin,Frost,1986-08-18,+1-978-804-4398,kjohnson@example.org,4614 Jeremy Course Apt. 440,West Jacquelineland,SC,,q_const_0,3.1173877826725223,constant_value,,1.1878818825121904,3.1181688744912543,0.6183518590545769,High,2.3939844448233685,355.5370871465961,q_const_0,5.4172266328055,G5,0.07837635328652981,2.6926648199193557,Thursday,East,1.1878818825121904,1.2595746835485517,Q4,label num hi 5,0.7276371543882654,2.3569518023523477,-0.4794463693600188,4.131946935724649,label num lo 1,34192.32574769059,,1.2595746835485517,constant_value,1
